utt_id,wav_path,phone_len,romaji_len,devo_count,audio_dur_s,strata_group,split
BASIC5000_1273,data/jsut_ver1.1/basic5000/wav/BASIC5000_1273.wav,37,22,0,2.98,1,train
BASIC5000_1274,data/jsut_ver1.1/basic5000/wav/BASIC5000_1274.wav,34,21,2,2.86,1,val
BASIC5000_1275,data/jsut_ver1.1/basic5000/wav/BASIC5000_1275.wav,41,25,1,3.34,2,test
BASIC5000_1276,data/jsut_ver1.1/basic5000/wav/BASIC5000_1276.wav,48,29,2,4.12,2,train
BASIC5000_1277,data/jsut_ver1.1/basic5000/wav/BASIC5000_1277.wav,42,26,1,3.52,2,train
BASIC5000_1278,data/jsut_ver1.1/basic5000/wav/BASIC5000_1278.wav,38,22,0,3.29,1,train
BASIC5000_1279,data/jsut_ver1.1/basic5000/wav/BASIC5000_1279.wav,40,27,1,3.71,2,train
BASIC5000_1280,data/jsut_ver1.1/basic5000/wav/BASIC5000_1280.wav,41,23,2,3.27,2,val
BASIC5000_1281,data/jsut_ver1.1/basic5000/wav/BASIC5000_1281.wav,59,34,1,4.75,3,train
BASIC5000_1282,data/jsut_ver1.1/basic5000/wav/BASIC5000_1282.wav,35,22,0,3.16,1,train
BASIC5000_1283,data/jsut_ver1.1/basic5000/wav/BASIC5000_1283.wav,41,28,4,3.39,2,train
BASIC5000_1284,data/jsut_ver1.1/basic5000/wav/BASIC5000_1284.wav,51,27,0,3.81,3,train
BASIC5000_1285,data/jsut_ver1.1/basic5000/wav/BASIC5000_1285.wav,46,27,1,3.76,2,train
BASIC5000_1286,data/jsut_ver1.1/basic5000/wav/BASIC5000_1286.wav,72,42,3,5.0,4,val
BASIC5000_1287,data/jsut_ver1.1/basic5000/wav/BASIC5000_1287.wav,29,19,1,2.54,1,train
BASIC5000_1288,data/jsut_ver1.1/basic5000/wav/BASIC5000_1288.wav,61,38,1,4.73,3,train
BASIC5000_1289,data/jsut_ver1.1/basic5000/wav/BASIC5000_1289.wav,56,32,0,4.64,3,train
BASIC5000_1290,data/jsut_ver1.1/basic5000/wav/BASIC5000_1290.wav,65,37,1,5.04,3,train
BASIC5000_1291,data/jsut_ver1.1/basic5000/wav/BASIC5000_1291.wav,37,22,0,3.15,1,val
BASIC5000_1292,data/jsut_ver1.1/basic5000/wav/BASIC5000_1292.wav,67,41,3,4.93,3,train
BASIC5000_1293,data/jsut_ver1.1/basic5000/wav/BASIC5000_1293.wav,40,23,1,3.26,2,train
BASIC5000_1294,data/jsut_ver1.1/basic5000/wav/BASIC5000_1294.wav,62,39,5,4.64,3,train
BASIC5000_1295,data/jsut_ver1.1/basic5000/wav/BASIC5000_1295.wav,59,34,1,4.56,3,train
BASIC5000_1296,data/jsut_ver1.1/basic5000/wav/BASIC5000_1296.wav,42,25,2,3.34,2,val
BASIC5000_1297,data/jsut_ver1.1/basic5000/wav/BASIC5000_1297.wav,41,27,2,3.32,2,train
BASIC5000_1298,data/jsut_ver1.1/basic5000/wav/BASIC5000_1298.wav,50,29,1,3.9,3,train
BASIC5000_1299,data/jsut_ver1.1/basic5000/wav/BASIC5000_1299.wav,32,19,1,3.42,1,train
BASIC5000_1300,data/jsut_ver1.1/basic5000/wav/BASIC5000_1300.wav,34,23,3,3.1,1,train
BASIC5000_1301,data/jsut_ver1.1/basic5000/wav/BASIC5000_1301.wav,37,22,3,3.06,1,val
BASIC5000_1302,data/jsut_ver1.1/basic5000/wav/BASIC5000_1302.wav,72,46,4,5.77,4,train
BASIC5000_1303,data/jsut_ver1.1/basic5000/wav/BASIC5000_1303.wav,63,37,1,4.8,3,train
BASIC5000_1304,data/jsut_ver1.1/basic5000/wav/BASIC5000_1304.wav,69,43,3,5.8,3,test
BASIC5000_1305,data/jsut_ver1.1/basic5000/wav/BASIC5000_1305.wav,53,32,1,4.2,3,train
BASIC5000_1306,data/jsut_ver1.1/basic5000/wav/BASIC5000_1306.wav,43,24,0,3.74,2,val
BASIC5000_1307,data/jsut_ver1.1/basic5000/wav/BASIC5000_1307.wav,39,22,0,3.71,1,train
BASIC5000_1308,data/jsut_ver1.1/basic5000/wav/BASIC5000_1308.wav,54,32,3,4.05,3,train
BASIC5000_1309,data/jsut_ver1.1/basic5000/wav/BASIC5000_1309.wav,45,28,1,4.02,2,train
BASIC5000_1310,data/jsut_ver1.1/basic5000/wav/BASIC5000_1310.wav,49,26,0,3.61,2,train
BASIC5000_1311,data/jsut_ver1.1/basic5000/wav/BASIC5000_1311.wav,43,26,2,3.28,2,train
BASIC5000_1312,data/jsut_ver1.1/basic5000/wav/BASIC5000_1312.wav,73,47,6,5.7,4,train
BASIC5000_1313,data/jsut_ver1.1/basic5000/wav/BASIC5000_1313.wav,35,21,0,3.13,1,train
BASIC5000_1314,data/jsut_ver1.1/basic5000/wav/BASIC5000_1314.wav,49,30,1,3.66,2,train
BASIC5000_1315,data/jsut_ver1.1/basic5000/wav/BASIC5000_1315.wav,37,21,1,2.97,1,val
BASIC5000_1316,data/jsut_ver1.1/basic5000/wav/BASIC5000_1316.wav,35,23,2,2.93,1,train
BASIC5000_1317,data/jsut_ver1.1/basic5000/wav/BASIC5000_1317.wav,47,29,2,3.63,2,train
BASIC5000_1318,data/jsut_ver1.1/basic5000/wav/BASIC5000_1318.wav,41,24,0,3.2,2,train
BASIC5000_1319,data/jsut_ver1.1/basic5000/wav/BASIC5000_1319.wav,44,27,2,3.37,2,train
BASIC5000_1320,data/jsut_ver1.1/basic5000/wav/BASIC5000_1320.wav,30,17,0,3.88,1,train
BASIC5000_1321,data/jsut_ver1.1/basic5000/wav/BASIC5000_1321.wav,62,38,1,4.76,3,train
BASIC5000_1322,data/jsut_ver1.1/basic5000/wav/BASIC5000_1322.wav,46,30,0,4.04,2,train
BASIC5000_1323,data/jsut_ver1.1/basic5000/wav/BASIC5000_1323.wav,69,45,5,5.1,3,train
BASIC5000_1324,data/jsut_ver1.1/basic5000/wav/BASIC5000_1324.wav,38,24,2,2.93,1,test
BASIC5000_1325,data/jsut_ver1.1/basic5000/wav/BASIC5000_1325.wav,38,23,2,3.14,1,train
BASIC5000_1326,data/jsut_ver1.1/basic5000/wav/BASIC5000_1326.wav,28,17,0,3.39,1,val
BASIC5000_1327,data/jsut_ver1.1/basic5000/wav/BASIC5000_1327.wav,52,32,2,4.04,3,train
BASIC5000_1328,data/jsut_ver1.1/basic5000/wav/BASIC5000_1328.wav,48,29,2,3.66,2,train
BASIC5000_1329,data/jsut_ver1.1/basic5000/wav/BASIC5000_1329.wav,34,21,1,2.76,1,train
BASIC5000_1330,data/jsut_ver1.1/basic5000/wav/BASIC5000_1330.wav,37,23,1,2.95,1,val
BASIC5000_1331,data/jsut_ver1.1/basic5000/wav/BASIC5000_1331.wav,32,20,1,3.15,1,train
BASIC5000_1332,data/jsut_ver1.1/basic5000/wav/BASIC5000_1332.wav,48,30,4,3.55,2,train
BASIC5000_1333,data/jsut_ver1.1/basic5000/wav/BASIC5000_1333.wav,52,30,3,3.81,3,train
BASIC5000_1334,data/jsut_ver1.1/basic5000/wav/BASIC5000_1334.wav,38,22,1,3.12,1,train
BASIC5000_1335,data/jsut_ver1.1/basic5000/wav/BASIC5000_1335.wav,43,28,2,3.47,2,train
BASIC5000_1336,data/jsut_ver1.1/basic5000/wav/BASIC5000_1336.wav,47,30,3,3.63,2,train
BASIC5000_1337,data/jsut_ver1.1/basic5000/wav/BASIC5000_1337.wav,50,29,1,3.84,3,train
BASIC5000_1338,data/jsut_ver1.1/basic5000/wav/BASIC5000_1338.wav,48,30,1,3.85,2,train
BASIC5000_1339,data/jsut_ver1.1/basic5000/wav/BASIC5000_1339.wav,62,39,0,4.98,3,test
BASIC5000_1340,data/jsut_ver1.1/basic5000/wav/BASIC5000_1340.wav,51,30,2,3.82,3,train
BASIC5000_1341,data/jsut_ver1.1/basic5000/wav/BASIC5000_1341.wav,79,48,3,5.89,4,train
BASIC5000_1342,data/jsut_ver1.1/basic5000/wav/BASIC5000_1342.wav,60,35,2,4.26,3,train
BASIC5000_1343,data/jsut_ver1.1/basic5000/wav/BASIC5000_1343.wav,34,20,2,2.99,1,train
BASIC5000_1344,data/jsut_ver1.1/basic5000/wav/BASIC5000_1344.wav,35,21,3,2.93,1,train
BASIC5000_1345,data/jsut_ver1.1/basic5000/wav/BASIC5000_1345.wav,43,28,3,3.76,2,train
BASIC5000_1346,data/jsut_ver1.1/basic5000/wav/BASIC5000_1346.wav,55,32,1,4.51,3,train
BASIC5000_1347,data/jsut_ver1.1/basic5000/wav/BASIC5000_1347.wav,56,40,7,4.72,3,train
BASIC5000_1348,data/jsut_ver1.1/basic5000/wav/BASIC5000_1348.wav,56,32,3,4.21,3,train
BASIC5000_1349,data/jsut_ver1.1/basic5000/wav/BASIC5000_1349.wav,39,23,0,3.24,1,train
BASIC5000_1350,data/jsut_ver1.1/basic5000/wav/BASIC5000_1350.wav,37,23,1,3.15,1,train
BASIC5000_1351,data/jsut_ver1.1/basic5000/wav/BASIC5000_1351.wav,37,21,1,3.21,1,train
BASIC5000_1352,data/jsut_ver1.1/basic5000/wav/BASIC5000_1352.wav,33,19,1,2.51,1,test
BASIC5000_1353,data/jsut_ver1.1/basic5000/wav/BASIC5000_1353.wav,42,24,0,3.3,2,train
BASIC5000_1354,data/jsut_ver1.1/basic5000/wav/BASIC5000_1354.wav,34,20,1,2.91,1,train
BASIC5000_1355,data/jsut_ver1.1/basic5000/wav/BASIC5000_1355.wav,44,27,1,3.76,2,test
BASIC5000_1356,data/jsut_ver1.1/basic5000/wav/BASIC5000_1356.wav,48,29,2,3.86,2,train
BASIC5000_1357,data/jsut_ver1.1/basic5000/wav/BASIC5000_1357.wav,35,21,1,2.81,1,train
BASIC5000_1358,data/jsut_ver1.1/basic5000/wav/BASIC5000_1358.wav,114,69,4,8.91,4,train
BASIC5000_1359,data/jsut_ver1.1/basic5000/wav/BASIC5000_1359.wav,63,36,2,4.68,3,train
BASIC5000_1360,data/jsut_ver1.1/basic5000/wav/BASIC5000_1360.wav,42,24,0,3.4,2,train
BASIC5000_1361,data/jsut_ver1.1/basic5000/wav/BASIC5000_1361.wav,43,25,0,3.39,2,train
BASIC5000_1362,data/jsut_ver1.1/basic5000/wav/BASIC5000_1362.wav,29,20,2,3.6,1,train
BASIC5000_1363,data/jsut_ver1.1/basic5000/wav/BASIC5000_1363.wav,39,24,3,2.97,1,val
BASIC5000_1364,data/jsut_ver1.1/basic5000/wav/BASIC5000_1364.wav,44,26,2,3.54,2,train
BASIC5000_1365,data/jsut_ver1.1/basic5000/wav/BASIC5000_1365.wav,65,38,1,5.23,3,train
BASIC5000_1366,data/jsut_ver1.1/basic5000/wav/BASIC5000_1366.wav,47,28,1,3.6,2,train
BASIC5000_1367,data/jsut_ver1.1/basic5000/wav/BASIC5000_1367.wav,64,38,2,5.0,3,test
BASIC5000_1368,data/jsut_ver1.1/basic5000/wav/BASIC5000_1368.wav,49,28,1,3.85,2,val
BASIC5000_1369,data/jsut_ver1.1/basic5000/wav/BASIC5000_1369.wav,38,24,2,3.26,1,train
BASIC5000_1370,data/jsut_ver1.1/basic5000/wav/BASIC5000_1370.wav,55,35,2,4.61,3,train
BASIC5000_1371,data/jsut_ver1.1/basic5000/wav/BASIC5000_1371.wav,40,27,1,3.67,2,train
BASIC5000_1372,data/jsut_ver1.1/basic5000/wav/BASIC5000_1372.wav,80,47,1,6.11,4,train
BASIC5000_1373,data/jsut_ver1.1/basic5000/wav/BASIC5000_1373.wav,53,30,1,3.91,3,val
BASIC5000_1374,data/jsut_ver1.1/basic5000/wav/BASIC5000_1374.wav,50,31,1,4.15,3,train
BASIC5000_1375,data/jsut_ver1.1/basic5000/wav/BASIC5000_1375.wav,58,35,1,4.5,3,train
BASIC5000_1376,data/jsut_ver1.1/basic5000/wav/BASIC5000_1376.wav,44,24,0,3.65,2,train
BASIC5000_1377,data/jsut_ver1.1/basic5000/wav/BASIC5000_1377.wav,45,27,0,3.66,2,train
BASIC5000_1378,data/jsut_ver1.1/basic5000/wav/BASIC5000_1378.wav,101,61,3,6.9,4,train
BASIC5000_1379,data/jsut_ver1.1/basic5000/wav/BASIC5000_1379.wav,47,27,3,3.34,2,train
BASIC5000_1380,data/jsut_ver1.1/basic5000/wav/BASIC5000_1380.wav,43,27,3,3.26,2,val
BASIC5000_1381,data/jsut_ver1.1/basic5000/wav/BASIC5000_1381.wav,79,50,5,5.7,4,train
BASIC5000_1382,data/jsut_ver1.1/basic5000/wav/BASIC5000_1382.wav,34,20,0,2.78,1,train
BASIC5000_1383,data/jsut_ver1.1/basic5000/wav/BASIC5000_1383.wav,44,24,0,3.35,2,val
BASIC5000_1384,data/jsut_ver1.1/basic5000/wav/BASIC5000_1384.wav,32,19,1,2.47,1,train
BASIC5000_1385,data/jsut_ver1.1/basic5000/wav/BASIC5000_1385.wav,35,19,1,2.61,1,test
BASIC5000_1386,data/jsut_ver1.1/basic5000/wav/BASIC5000_1386.wav,43,24,1,3.66,2,train
BASIC5000_1387,data/jsut_ver1.1/basic5000/wav/BASIC5000_1387.wav,35,20,0,3.1,1,train
BASIC5000_1388,data/jsut_ver1.1/basic5000/wav/BASIC5000_1388.wav,50,30,2,3.7,3,train
BASIC5000_1389,data/jsut_ver1.1/basic5000/wav/BASIC5000_1389.wav,44,28,2,3.77,2,train
BASIC5000_1390,data/jsut_ver1.1/basic5000/wav/BASIC5000_1390.wav,37,20,0,3.05,1,train
BASIC5000_1391,data/jsut_ver1.1/basic5000/wav/BASIC5000_1391.wav,41,28,4,3.28,2,train
BASIC5000_1392,data/jsut_ver1.1/basic5000/wav/BASIC5000_1392.wav,36,23,1,3.28,1,train
BASIC5000_1393,data/jsut_ver1.1/basic5000/wav/BASIC5000_1393.wav,80,46,0,6.69,4,train
BASIC5000_1394,data/jsut_ver1.1/basic5000/wav/BASIC5000_1394.wav,41,22,0,3.23,2,train
BASIC5000_1395,data/jsut_ver1.1/basic5000/wav/BASIC5000_1395.wav,63,35,1,4.47,3,train
BASIC5000_1396,data/jsut_ver1.1/basic5000/wav/BASIC5000_1396.wav,75,47,4,5.61,4,test
BASIC5000_1397,data/jsut_ver1.1/basic5000/wav/BASIC5000_1397.wav,38,23,0,3.92,1,train
BASIC5000_1398,data/jsut_ver1.1/basic5000/wav/BASIC5000_1398.wav,47,28,0,4.06,2,train
BASIC5000_1399,data/jsut_ver1.1/basic5000/wav/BASIC5000_1399.wav,58,34,1,5.18,3,train
BASIC5000_1400,data/jsut_ver1.1/basic5000/wav/BASIC5000_1400.wav,40,22,0,3.52,2,val
BASIC5000_1401,data/jsut_ver1.1/basic5000/wav/BASIC5000_1401.wav,45,28,1,4.04,2,val
BASIC5000_1402,data/jsut_ver1.1/basic5000/wav/BASIC5000_1402.wav,48,29,2,4.12,2,train
BASIC5000_1403,data/jsut_ver1.1/basic5000/wav/BASIC5000_1403.wav,26,16,1,3.07,1,train
BASIC5000_1404,data/jsut_ver1.1/basic5000/wav/BASIC5000_1404.wav,56,33,1,4.74,3,train
BASIC5000_1405,data/jsut_ver1.1/basic5000/wav/BASIC5000_1405.wav,47,26,1,3.79,2,train
BASIC5000_1406,data/jsut_ver1.1/basic5000/wav/BASIC5000_1406.wav,64,38,2,5.91,3,test
BASIC5000_1407,data/jsut_ver1.1/basic5000/wav/BASIC5000_1407.wav,107,67,7,10.35,4,train
BASIC5000_1408,data/jsut_ver1.1/basic5000/wav/BASIC5000_1408.wav,47,27,0,3.89,2,train
BASIC5000_1409,data/jsut_ver1.1/basic5000/wav/BASIC5000_1409.wav,42,25,2,3.62,2,train
BASIC5000_1410,data/jsut_ver1.1/basic5000/wav/BASIC5000_1410.wav,81,51,2,6.99,4,train
BASIC5000_1411,data/jsut_ver1.1/basic5000/wav/BASIC5000_1411.wav,38,22,1,3.42,1,train
BASIC5000_1412,data/jsut_ver1.1/basic5000/wav/BASIC5000_1412.wav,38,22,1,3.37,1,train
BASIC5000_1413,data/jsut_ver1.1/basic5000/wav/BASIC5000_1413.wav,50,28,1,4.19,3,train
BASIC5000_1414,data/jsut_ver1.1/basic5000/wav/BASIC5000_1414.wav,64,39,2,5.25,3,train
BASIC5000_1415,data/jsut_ver1.1/basic5000/wav/BASIC5000_1415.wav,82,51,3,6.71,4,train
BASIC5000_1416,data/jsut_ver1.1/basic5000/wav/BASIC5000_1416.wav,28,17,0,2.72,1,train
BASIC5000_1417,data/jsut_ver1.1/basic5000/wav/BASIC5000_1417.wav,41,25,0,3.61,2,train
BASIC5000_1418,data/jsut_ver1.1/basic5000/wav/BASIC5000_1418.wav,51,30,3,3.97,3,train
BASIC5000_1419,data/jsut_ver1.1/basic5000/wav/BASIC5000_1419.wav,68,40,2,5.34,3,train
BASIC5000_1420,data/jsut_ver1.1/basic5000/wav/BASIC5000_1420.wav,47,26,1,3.69,2,train
BASIC5000_1421,data/jsut_ver1.1/basic5000/wav/BASIC5000_1421.wav,55,32,0,4.83,3,train
BASIC5000_1422,data/jsut_ver1.1/basic5000/wav/BASIC5000_1422.wav,31,18,0,3.2392916666666665,1,train
BASIC5000_1423,data/jsut_ver1.1/basic5000/wav/BASIC5000_1423.wav,45,24,0,3.73,2,val
BASIC5000_1424,data/jsut_ver1.1/basic5000/wav/BASIC5000_1424.wav,36,24,4,3.16,1,test
BASIC5000_1425,data/jsut_ver1.1/basic5000/wav/BASIC5000_1425.wav,35,19,0,3.03,1,train
BASIC5000_1426,data/jsut_ver1.1/basic5000/wav/BASIC5000_1426.wav,38,24,1,3.19,1,train
BASIC5000_1427,data/jsut_ver1.1/basic5000/wav/BASIC5000_1427.wav,39,21,0,3.21,1,train
BASIC5000_1428,data/jsut_ver1.1/basic5000/wav/BASIC5000_1428.wav,108,65,4,7.94,4,test
BASIC5000_1429,data/jsut_ver1.1/basic5000/wav/BASIC5000_1429.wav,43,29,3,3.69,2,train
BASIC5000_1430,data/jsut_ver1.1/basic5000/wav/BASIC5000_1430.wav,46,27,2,3.68,2,train
BASIC5000_1431,data/jsut_ver1.1/basic5000/wav/BASIC5000_1431.wav,80,47,2,7.2,4,train
BASIC5000_1432,data/jsut_ver1.1/basic5000/wav/BASIC5000_1432.wav,37,20,0,3.0,1,train
BASIC5000_1433,data/jsut_ver1.1/basic5000/wav/BASIC5000_1433.wav,34,19,0,2.73,1,train
BASIC5000_1434,data/jsut_ver1.1/basic5000/wav/BASIC5000_1434.wav,41,25,2,3.55,2,val
BASIC5000_1435,data/jsut_ver1.1/basic5000/wav/BASIC5000_1435.wav,45,25,2,3.63,2,train
BASIC5000_1436,data/jsut_ver1.1/basic5000/wav/BASIC5000_1436.wav,46,29,4,3.87,2,train
BASIC5000_1437,data/jsut_ver1.1/basic5000/wav/BASIC5000_1437.wav,34,21,1,2.99,1,val
BASIC5000_1438,data/jsut_ver1.1/basic5000/wav/BASIC5000_1438.wav,52,31,1,4.22,3,train
BASIC5000_1439,data/jsut_ver1.1/basic5000/wav/BASIC5000_1439.wav,64,37,2,5.28,3,train
BASIC5000_1440,data/jsut_ver1.1/basic5000/wav/BASIC5000_1440.wav,53,34,3,4.22,3,train
BASIC5000_1441,data/jsut_ver1.1/basic5000/wav/BASIC5000_1441.wav,59,35,0,4.76,3,train
BASIC5000_1442,data/jsut_ver1.1/basic5000/wav/BASIC5000_1442.wav,57,35,2,4.66,3,train
BASIC5000_1443,data/jsut_ver1.1/basic5000/wav/BASIC5000_1443.wav,46,28,2,3.83,2,train
BASIC5000_1444,data/jsut_ver1.1/basic5000/wav/BASIC5000_1444.wav,37,21,0,2.96,1,val
BASIC5000_1445,data/jsut_ver1.1/basic5000/wav/BASIC5000_1445.wav,42,26,2,3.38,2,train
BASIC5000_1446,data/jsut_ver1.1/basic5000/wav/BASIC5000_1446.wav,40,26,3,3.49,2,val
BASIC5000_1447,data/jsut_ver1.1/basic5000/wav/BASIC5000_1447.wav,53,31,2,5.13,3,train
BASIC5000_1448,data/jsut_ver1.1/basic5000/wav/BASIC5000_1448.wav,33,20,0,3.09,1,test
BASIC5000_1449,data/jsut_ver1.1/basic5000/wav/BASIC5000_1449.wav,48,29,1,3.74,2,train
BASIC5000_1450,data/jsut_ver1.1/basic5000/wav/BASIC5000_1450.wav,56,33,1,4.33,3,train
BASIC5000_1451,data/jsut_ver1.1/basic5000/wav/BASIC5000_1451.wav,41,24,1,3.51,2,val
BASIC5000_1452,data/jsut_ver1.1/basic5000/wav/BASIC5000_1452.wav,41,26,2,3.36,2,train
BASIC5000_1453,data/jsut_ver1.1/basic5000/wav/BASIC5000_1453.wav,49,29,1,4.98,2,train
BASIC5000_1454,data/jsut_ver1.1/basic5000/wav/BASIC5000_1454.wav,44,28,2,3.95,2,train
BASIC5000_1455,data/jsut_ver1.1/basic5000/wav/BASIC5000_1455.wav,42,26,2,3.85,2,train
BASIC5000_1456,data/jsut_ver1.1/basic5000/wav/BASIC5000_1456.wav,48,28,2,3.97,2,test
BASIC5000_1457,data/jsut_ver1.1/basic5000/wav/BASIC5000_1457.wav,53,31,3,4.46,3,val
BASIC5000_1458,data/jsut_ver1.1/basic5000/wav/BASIC5000_1458.wav,24,16,1,2.85,1,train
BASIC5000_1459,data/jsut_ver1.1/basic5000/wav/BASIC5000_1459.wav,32,17,0,3.92,1,train
BASIC5000_1460,data/jsut_ver1.1/basic5000/wav/BASIC5000_1460.wav,43,28,2,5.19,2,train
BASIC5000_1461,data/jsut_ver1.1/basic5000/wav/BASIC5000_1461.wav,36,23,2,4.23,1,train
BASIC5000_1462,data/jsut_ver1.1/basic5000/wav/BASIC5000_1462.wav,48,31,2,4.46,2,train
BASIC5000_1463,data/jsut_ver1.1/basic5000/wav/BASIC5000_1463.wav,38,24,0,3.58,1,train
BASIC5000_1464,data/jsut_ver1.1/basic5000/wav/BASIC5000_1464.wav,57,36,1,4.67,3,train
BASIC5000_1465,data/jsut_ver1.1/basic5000/wav/BASIC5000_1465.wav,59,36,2,4.71,3,train
BASIC5000_1466,data/jsut_ver1.1/basic5000/wav/BASIC5000_1466.wav,34,21,1,3.16,1,train
BASIC5000_1467,data/jsut_ver1.1/basic5000/wav/BASIC5000_1467.wav,45,28,2,3.77,2,train
BASIC5000_1468,data/jsut_ver1.1/basic5000/wav/BASIC5000_1468.wav,84,48,0,7.31,4,train
BASIC5000_1469,data/jsut_ver1.1/basic5000/wav/BASIC5000_1469.wav,32,21,2,3.09,1,train
BASIC5000_1470,data/jsut_ver1.1/basic5000/wav/BASIC5000_1470.wav,42,24,0,3.84,2,test
BASIC5000_1471,data/jsut_ver1.1/basic5000/wav/BASIC5000_1471.wav,39,21,0,3.45,1,train
BASIC5000_1472,data/jsut_ver1.1/basic5000/wav/BASIC5000_1472.wav,56,31,2,4.39,3,train
BASIC5000_1473,data/jsut_ver1.1/basic5000/wav/BASIC5000_1473.wav,35,22,3,2.94,1,train
BASIC5000_1474,data/jsut_ver1.1/basic5000/wav/BASIC5000_1474.wav,46,25,1,3.62,2,train
BASIC5000_1475,data/jsut_ver1.1/basic5000/wav/BASIC5000_1475.wav,45,26,0,3.85,2,train
BASIC5000_1476,data/jsut_ver1.1/basic5000/wav/BASIC5000_1476.wav,44,28,2,3.73,2,train
BASIC5000_1477,data/jsut_ver1.1/basic5000/wav/BASIC5000_1477.wav,52,31,1,5.45,3,train
BASIC5000_1478,data/jsut_ver1.1/basic5000/wav/BASIC5000_1478.wav,37,23,1,3.31,1,train
BASIC5000_1479,data/jsut_ver1.1/basic5000/wav/BASIC5000_1479.wav,47,26,0,3.82,2,test
BASIC5000_1480,data/jsut_ver1.1/basic5000/wav/BASIC5000_1480.wav,66,40,1,5.48,3,train
BASIC5000_1481,data/jsut_ver1.1/basic5000/wav/BASIC5000_1481.wav,36,22,2,2.93,1,val
BASIC5000_1482,data/jsut_ver1.1/basic5000/wav/BASIC5000_1482.wav,50,33,4,4.02,3,train
BASIC5000_1483,data/jsut_ver1.1/basic5000/wav/BASIC5000_1483.wav,43,25,2,3.48,2,train
BASIC5000_1484,data/jsut_ver1.1/basic5000/wav/BASIC5000_1484.wav,42,26,0,3.63,2,train
BASIC5000_1485,data/jsut_ver1.1/basic5000/wav/BASIC5000_1485.wav,60,37,0,4.99,3,train
BASIC5000_1486,data/jsut_ver1.1/basic5000/wav/BASIC5000_1486.wav,101,61,5,7.91,4,val
BASIC5000_1487,data/jsut_ver1.1/basic5000/wav/BASIC5000_1487.wav,43,27,1,3.79,2,train
BASIC5000_1488,data/jsut_ver1.1/basic5000/wav/BASIC5000_1488.wav,77,46,3,6.15,4,train
BASIC5000_1489,data/jsut_ver1.1/basic5000/wav/BASIC5000_1489.wav,31,18,1,2.58,1,train
BASIC5000_1490,data/jsut_ver1.1/basic5000/wav/BASIC5000_1490.wav,43,25,0,3.78,2,train
BASIC5000_1491,data/jsut_ver1.1/basic5000/wav/BASIC5000_1491.wav,38,23,2,3.27,1,train
BASIC5000_1492,data/jsut_ver1.1/basic5000/wav/BASIC5000_1492.wav,58,37,4,4.85,3,train
BASIC5000_1493,data/jsut_ver1.1/basic5000/wav/BASIC5000_1493.wav,53,32,2,4.51,3,test
BASIC5000_1494,data/jsut_ver1.1/basic5000/wav/BASIC5000_1494.wav,29,17,0,2.66,1,train
BASIC5000_1495,data/jsut_ver1.1/basic5000/wav/BASIC5000_1495.wav,69,41,2,5.84,3,train
BASIC5000_1496,data/jsut_ver1.1/basic5000/wav/BASIC5000_1496.wav,52,29,0,4.07,3,train
BASIC5000_1497,data/jsut_ver1.1/basic5000/wav/BASIC5000_1497.wav,52,32,1,4.38,3,train
BASIC5000_1498,data/jsut_ver1.1/basic5000/wav/BASIC5000_1498.wav,32,19,0,3.16,1,test
BASIC5000_1499,data/jsut_ver1.1/basic5000/wav/BASIC5000_1499.wav,41,25,2,3.39,2,train
BASIC5000_1500,data/jsut_ver1.1/basic5000/wav/BASIC5000_1500.wav,29,18,0,3.35,1,train
BASIC5000_1501,data/jsut_ver1.1/basic5000/wav/BASIC5000_1501.wav,39,21,0,3.29,1,train
BASIC5000_1502,data/jsut_ver1.1/basic5000/wav/BASIC5000_1502.wav,48,28,0,4.17,2,train
BASIC5000_1503,data/jsut_ver1.1/basic5000/wav/BASIC5000_1503.wav,43,25,1,3.36,2,train
BASIC5000_1504,data/jsut_ver1.1/basic5000/wav/BASIC5000_1504.wav,43,27,1,3.66,2,train
BASIC5000_1505,data/jsut_ver1.1/basic5000/wav/BASIC5000_1505.wav,63,38,2,4.81,3,train
BASIC5000_1506,data/jsut_ver1.1/basic5000/wav/BASIC5000_1506.wav,69,41,2,5.4,3,train
BASIC5000_1507,data/jsut_ver1.1/basic5000/wav/BASIC5000_1507.wav,48,27,1,4.12,2,test
BASIC5000_1508,data/jsut_ver1.1/basic5000/wav/BASIC5000_1508.wav,47,29,4,3.76,2,train
BASIC5000_1509,data/jsut_ver1.1/basic5000/wav/BASIC5000_1509.wav,99,62,3,7.88,4,train
BASIC5000_1510,data/jsut_ver1.1/basic5000/wav/BASIC5000_1510.wav,43,27,2,3.8,2,train
BASIC5000_1511,data/jsut_ver1.1/basic5000/wav/BASIC5000_1511.wav,39,24,0,3.57,1,train
BASIC5000_1512,data/jsut_ver1.1/basic5000/wav/BASIC5000_1512.wav,43,29,5,3.51,2,train
BASIC5000_1513,data/jsut_ver1.1/basic5000/wav/BASIC5000_1513.wav,35,20,0,3.09,1,train
BASIC5000_1514,data/jsut_ver1.1/basic5000/wav/BASIC5000_1514.wav,32,19,1,2.84,1,train
BASIC5000_1515,data/jsut_ver1.1/basic5000/wav/BASIC5000_1515.wav,30,19,1,2.72,1,train
BASIC5000_1516,data/jsut_ver1.1/basic5000/wav/BASIC5000_1516.wav,42,26,0,3.84,2,train
